ListNumber,ListName,Values,Text Value,,,,,,,,,,
32,Population,1437,Non-Veteran Household 25+ - Multi-Racial & Hispanic/Latina/e/o) HoH,,,,,,,,,,
32,Population,1438,"Non-Veteran Household 25+ - American Indian, Alaska Native, or Indigenous (any combination) HoH",,,,,,,,,,
32,Population,1439,Non-Veteran Household 25+ - Asian or Asian American (any combination) HoH,,,,,,,,,,
32,Population,1440,"Non-Veteran Household 25+ - Black, African American, or African & Any Other (any combination) HoH",,,,,,,,,,
32,Population,1441,Non-Veteran Household 25+ - Hispanic/Latina/e/o (any combination) HoH,,,,,,,,,,
32,Population,1442,Non-Veteran Household 25+ - Middle Eastern or North African & Any Other (any combination) HoH,,,,,,,,,,
32,Population,1443,Non-Veteran Household 25+ - Native Hawaiian or Pacific Islander & Any Other (any combination) HoH,,,,,,,,,,
32,Population,1444,Non-Veteran Household 25+ - White (any combination) HoH,,,,,,,,,,
32,Population,1445,Non-Veteran Household 25+ - Senior Household 55+,,,,,,,,,,
32,Population,1448,Non-Veteran Household 25+ - Domestic Violence Survivors Not Identified as Currently Fleeing,,,,,,,,,,
32,Population,1519,Chronically Homeless Household - Household Fleeing Domestic Violence,,,,,,,,,,
32,Population,1520,Chronically Homeless Household - First Time Homeless Household,,,,,,,,,,
32,Population,1521,Chronically Homeless Household - Household Returning After Exit to PH,,,,,,,,,,
32,Population,1522,Chronically Homeless Household - Household Placed in PSH during Report Period,,,,,,,,,,
32,Population,1523,"Chronically Homeless Household - American Indian, Alaska Native, or Indigenous (only) HoH",,,,,,,,,,
32,Population,1524,"Chronically Homeless Household - American Indian, Alaska Native, or Indigenous & Hispanic/Latina/e/o HoH",,,,,,,,,,
32,Population,1525,Chronically Homeless Household - Asian or Asian American (only) HoH,,,,,,,,,,
32,Population,1526,Chronically Homeless Household - Asian or Asian American & Hispanic/Latina/e/o HoH,,,,,,,,,,
32,Population,1527,"Chronically Homeless Household - Black, African American, or African (only) HoH",,,,,,,,,,
32,Population,1528,"Chronically Homeless Household - Black, African American, or African & Hispanic/Latina/e/o HoH",,,,,,,,,,
32,Population,1529,Chronically Homeless Household - Hispanic/Latina/e/o (only) HoH,,,,,,,,,,
32,Population,1530,Chronically Homeless Household - Middle Eastern or North African (only) HoH,,,,,,,,,,
32,Population,1531,Chronically Homeless Household - Middle Eastern or North African & Hispanic/Latina/e/o HoH,,,,,,,,,,
32,Population,1532,Chronically Homeless Household - Native Hawaiian or Pacific Islander (only) HoH,,,,,,,,,,
32,Population,1533,Chronically Homeless Household - Native Hawaiian or Pacific Islander & Hispanic/Latina/e/o HoH,,,,,,,,,,
32,Population,1534,Chronically Homeless Household - White (only) HoH,,,,,,,,,,
32,Population,1535,Chronically Homeless Household - White & Hispanic/Latina/e/o HoH,,,,,,,,,,
32,Population,1536,Chronically Homeless Household - Multi-Racial (not Hispanic/Latina/e/o) HoH,,,,,,,,,,
32,Population,1537,Chronically Homeless Household - Multi-Racial & Hispanic/Latina/e/o) HoH,,,,,,,,,,
32,Population,1538,"Chronically Homeless Household - American Indian, Alaska Native, or Indigenous (any combination) HoH",,,,,,,,,,
32,Population,1539,Chronically Homeless Household - Asian or Asian American (any combination) HoH,,,,,,,,,,
32,Population,1540,"Chronically Homeless Household - Black, African American, or African & Any Other (any combination) HoH",,,,,,,,,,
32,Population,1541,Chronically Homeless Household - Hispanic/Latina/e/o (any combination) HoH,,,,,,,,,,
32,Population,1542,Chronically Homeless Household - Middle Eastern or North African & Any Other (any combination) HoH,,,,,,,,,,
32,Population,1543,Chronically Homeless Household - Native Hawaiian or Pacific Islander & Any Other (any combination) HoH,,,,,,,,,,
32,Population,1544,Chronically Homeless Household - White (any combination) HoH,,,,,,,,,,
32,Population,1545,Chronically Homeless Household - Senior Household 55+,,,,,,,,,,
32,Population,1546,Chronically Homeless Household - Parenting Children,,,,,,,,,,
32,Population,1547,Chronically Homeless Household - Household with 3+ Children,,,,,,,,,,
32,Population,1548,Chronically Homeless Household - Domestic Violence Survivors Not Identified as Currently Fleeing,,,,,,,,,,
32,Population,5053,Veteran - Chronically Homeless Adult/HoH,,,,,,,,,,
32,Population,5054,Veteran - Disabled Adult/HoH,,,,,,,,,,
32,Population,5055,Veteran - Fleeing Domestic Violence,,,,,,,,,,
32,Population,5056,"Veteran - American Indian, Alaska Native, or Indigenous (only)",,,,,,,,,,
32,Population,5057,"Veteran - American Indian, Alaska Native, or Indigenous & Hispanic/Latina/e/o",,,,,,,,,,
32,Population,5058,Veteran - Asian or Asian American (only),,,,,,,,,,
32,Population,5059,Veteran - Asian or Asian American & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5060,"Veteran - Black, African American, or African (only)",,,,,,,,,,
32,Population,5061,"Veteran - Black, African American, or African & Hispanic/Latina/e/o",,,,,,,,,,
32,Population,5062,Veteran - Hispanic/Latina/e/o (only),,,,,,,,,,
32,Population,5063,Veteran - Middle Eastern or North African (only),,,,,,,,,,
32,Population,5064,Veteran - Middle Eastern or North African & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5065,Veteran - Native Hawaiian or Pacific Islander (only),,,,,,,,,,
32,Population,5066,Veteran - Native Hawaiian or Pacific Islander & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5067,Veteran - White (only),,,,,,,,,,
32,Population,5068,Veteran - White & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5069,Veteran - Multi-Racial (not Hispanic/Latina/e/o),,,,,,,,,,
32,Population,5070,Veteran - Multi-Racial & Hispanic/Latina/e/o),,,,,,,,,,
32,Population,5071,"Veteran - American Indian, Alaska Native, or Indigenous (any combination)",,,,,,,,,,
32,Population,5072,Veteran - Asian or Asian American (any combination),,,,,,,,,,
32,Population,5073,"Veteran - Black, African American, or African & Any Other (any combination)",,,,,,,,,,
32,Population,5074,Veteran - Hispanic/Latina/e/o (any combination),,,,,,,,,,
32,Population,5075,Veteran - Middle Eastern or North African & Any Other (any combination),,,,,,,,,,
32,Population,5076,Veteran - Native Hawaiian or Pacific Islander & Any Other (any combination),,,,,,,,,,
32,Population,5077,Veteran - White (any combination),,,,,,,,,,
32,Population,5097,Veteran - Domestic Violence Survivor Not Identified as Currently Fleeing,,,,,,,,,,
32,Population,5153,Parenting Youth 18-24  - Chronically Homeless Adult/HoH,,,,,,,,,,
32,Population,5154,Parenting Youth 18-24  - Disabled Adult/HoH,,,,,,,,,,
32,Population,5155,Parenting Youth 18-24  - Fleeing Domestic Violence,,,,,,,,,,
32,Population,5156,"Parenting Youth 18-24  - American Indian, Alaska Native, or Indigenous (only)",,,,,,,,,,
32,Population,5157,"Parenting Youth 18-24  - American Indian, Alaska Native, or Indigenous & Hispanic/Latina/e/o",,,,,,,,,,
32,Population,5158,Parenting Youth 18-24  - Asian or Asian American (only),,,,,,,,,,
32,Population,5159,Parenting Youth 18-24  - Asian or Asian American & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5160,"Parenting Youth 18-24  - Black, African American, or African (only)",,,,,,,,,,
32,Population,5161,"Parenting Youth 18-24  - Black, African American, or African & Hispanic/Latina/e/o",,,,,,,,,,
32,Population,5162,Parenting Youth 18-24  - Hispanic/Latina/e/o (only),,,,,,,,,,
32,Population,5163,Parenting Youth 18-24  - Middle Eastern or North African (only),,,,,,,,,,
32,Population,5164,Parenting Youth 18-24  - Middle Eastern or North African & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5165,Parenting Youth 18-24  - Native Hawaiian or Pacific Islander (only),,,,,,,,,,
32,Population,5166,Parenting Youth 18-24  - Native Hawaiian or Pacific Islander & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5167,Parenting Youth 18-24  - White (only),,,,,,,,,,
32,Population,5168,Parenting Youth 18-24  - White & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5169,Parenting Youth 18-24  - Multi-Racial (not Hispanic/Latina/e/o),,,,,,,,,,
32,Population,5170,Parenting Youth 18-24  - Multi-Racial & Hispanic/Latina/e/o),,,,,,,,,,
32,Population,5171,"Parenting Youth 18-24  - American Indian, Alaska Native, or Indigenous (any combination)",,,,,,,,,,
32,Population,5172,Parenting Youth 18-24  - Asian or Asian American (any combination),,,,,,,,,,
32,Population,5173,"Parenting Youth 18-24  - Black, African American, or African & Any Other (any combination)",,,,,,,,,,
32,Population,5174,Parenting Youth 18-24  - Hispanic/Latina/e/o (any combination),,,,,,,,,,
32,Population,5175,Parenting Youth 18-24  - Middle Eastern or North African & Any Other (any combination),,,,,,,,,,
32,Population,5176,Parenting Youth 18-24  - Native Hawaiian or Pacific Islander & Any Other (any combination),,,,,,,,,,
32,Population,5177,Parenting Youth 18-24  - White (any combination),,,,,,,,,,
32,Population,5197,Parenting Youth 18-24 - Domestic Violence Survivor Not Identified as Currently Fleeing,,,,,,,,,,
32,Population,5253,Parenting Child - Chronically Homeless Adult/HoH,,,,,,,,,,
32,Population,5254,Parenting Child - Disabled Adult/HoH,,,,,,,,,,
32,Population,5255,Parenting Child - Fleeing Domestic Violence,,,,,,,,,,
32,Population,5256,"Parenting Child - American Indian, Alaska Native, or Indigenous (only)",,,,,,,,,,
32,Population,5257,"Parenting Child - American Indian, Alaska Native, or Indigenous & Hispanic/Latina/e/o",,,,,,,,,,
32,Population,5258,Parenting Child - Asian or Asian American (only),,,,,,,,,,
32,Population,5259,Parenting Child - Asian or Asian American & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5260,"Parenting Child - Black, African American, or African (only)",,,,,,,,,,
32,Population,5261,"Parenting Child - Black, African American, or African & Hispanic/Latina/e/o",,,,,,,,,,
32,Population,5262,Parenting Child - Hispanic/Latina/e/o (only),,,,,,,,,,
32,Population,5263,Parenting Child - Middle Eastern or North African (only),,,,,,,,,,
32,Population,5264,Parenting Child - Middle Eastern or North African & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5265,Parenting Child - Native Hawaiian or Pacific Islander (only),,,,,,,,,,
32,Population,5266,Parenting Child - Native Hawaiian or Pacific Islander & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5267,Parenting Child - White (only),,,,,,,,,,
32,Population,5268,Parenting Child - White & Hispanic/Latina/e/o,,,,,,,,,,
32,Population,5269,Parenting Child - Multi-Racial (not Hispanic/Latina/e/o),,,,,,,,,,
32,Population,5270,Parenting Child - Multi-Racial & Hispanic/Latina/e/o),,,,,,,,,,
32,Population,5271,"Parenting Child - American Indian, Alaska Native, or Indigenous (any combination)",,,,,,,,,,
32,Population,5272,Parenting Child - Asian or Asian American (any combination),,,,,,,,,,
32,Population,5273,"Parenting Child - Black, African American, or African & Any Other (any combination)",,,,,,,,,,
32,Population,5274,Parenting Child - Hispanic/Latina/e/o (any combination),,,,,,,,,,
32,Population,5275,Parenting Child - Middle Eastern or North African & Any Other (any combination),,,,,,,,,,
32,Population,5276,Parenting Child - Native Hawaiian or Pacific Islander & Any Other (any combination),,,,,,,,,,
32,Population,5277,Parenting Child - White (any combination),,,,,,,,,,
32,Population,5297,Parenting Child - Domestic Violence Survivor Not Identified as Currently Fleeing,,,,,,,,,,
33,ReportRow,1,Average days in ES/SH,,,,,,,,,,
33,ReportRow,2,Average days in TH,,,,,,,,,,
33,ReportRow,3,Average days in ES/SH or TH,,,,,,,,,,
33,ReportRow,4,Average days homeless before move-in to RRH/PSH,,,,,,,,,,
33,ReportRow,5,"Average days documented in ES/SH, TH, or homeless before move-in",,,,,,,,,,
33,ReportRow,6,Average days homeless self-reported in 3.917,,,,,,,,,,
33,ReportRow,7,Average days homeless total,,,,,,,,,,
33,ReportRow,8,Average days housed in RRH,,,,,,,,,,
33,ReportRow,9,Average days documented homeless or housed in RRH (no 3.917),,,,,,,,,,
33,ReportRow,10,Average days housed in PSH as of exit date (all exits),,,,,,,,,,
33,ReportRow,11,Average days housed in PSH for households active on last day,,,,,,,,,,
33,ReportRow,12,Average days in RRH from start to exit with no move-in date,,,,,,,,,,
33,ReportRow,13,Average days in RRH from start to report end for active homeless,,,,,,,,,,
33,ReportRow,14,Average days in RRH from start to move-in date for all housed,,,,,,,,,,
33,ReportRow,15,Average days in RRH from move-in to exit for housed exiters,,,,,,,,,,
33,ReportRow,16,Average days in RRH from move-in to report end for active housed,,,,,,,,,,
33,ReportRow,18,Average days to return after exit from ES,,,,,,,,,,
33,ReportRow,19,Average days to return after exit from TH,,,,,,,,,,
33,ReportRow,20,Average days to return after exit from SH,,,,,,,,,,
33,ReportRow,21,Average days to return after exit from RRH,,,,,,,,,,
33,ReportRow,22,Average days to return after exit from PSH,,,,,,,,,,
33,ReportRow,23,Average days to return after exit (all),,,,,,,,,,
33,ReportRow,24,Average days to return after ES/SH only system path,,,,,,,,,,
33,ReportRow,25,Average days to return after TH system path,,,,,,,,,,
33,ReportRow,26,Average days to return after ES/SH/TH system path,,,,,,,,,,
33,ReportRow,27,Average days to return after RRH only system path,,,,,,,,,,
33,ReportRow,28,Average days to return after ES/SH/RRH system path,,,,,,,,,,
33,ReportRow,29,Average days to return after TH/RRH system path,,,,,,,,,,
33,ReportRow,30,Average days to return after ES/SH/TH/RRH system path,,,,,,,,,,
33,ReportRow,31,Average days to return after PSH only system path,,,,,,,,,,
33,ReportRow,32,Average days to return after ES/SH/PSH system path,,,,,,,,,,
33,ReportRow,33,Average days to return after ES/SH/RRH/PSH system path,,,,,,,,,,
33,ReportRow,34,Average days to return after RRH/PSH system path,,,,,,,,,,
33,ReportRow,35,Average days to return after other system path,,,,,,,,,,
33,ReportRow,36,Average days to return after any system path (excludes those housed in PSH on start date),,,,,,,,,,
33,ReportRow,53,Count all people in household,,,,,,,,,,
33,ReportRow,54,Count households,,,,,,,,,,
33,ReportRow,55,Count of people with characteristic,,,,,,,,,,
33,ReportRow,56,Count of bed nights for people in household,,,,,,,,,,
33,ReportRow,57,Count of bed nights for people with characteristic,,,,,,,,,,
33,ReportRow,63,Average days to return after exit from RRH with no move-in date,,,,,,,,,,
33,ReportRow,64,Average days to return after exit from PSH with no move-in date,,,,,,,,,,
33,ReportRow,65,Average days to return after exit from RRH-SO with move-in date,,,,,,,,,,
33,ReportRow,66,Average days to return after exit from RRH-SO with no move-in date,,,,,,,,,,
33,ReportRow,101,"Average days to return after exit to Emergency shelter, including hotel or motel paid for with emergency shelter voucher, Host Home shelter",,,,,,,,,,
33,ReportRow,102,"Average days to return after exit to Place not meant for habitation (e.g., a vehicle, an abandoned building, bus/train/subway station/airport or anywhere outside)",,,,,,,,,,
33,ReportRow,103,Average days to return after exit to Safe Haven,,,,,,,,,,
33,ReportRow,104,Average days to return after exit to Psychiatric hospital or other psychiatric facility,,,,,,,,,,
33,ReportRow,105,Average days to return after exit to Substance abuse treatment facility or detox center,,,,,,,,,,
33,ReportRow,106,Average days to return after exit to Hospital or other residential non-psychiatric medical facility,,,,,,,,,,
33,ReportRow,107,"Average days to return after exit to Jail, prison, or juvenile detention facility",,,,,,,,,,
33,ReportRow,108,Average days to return after exit to Foster care home or foster care group home,,,,,,,,,,
33,ReportRow,109,Average days to return after exit to Long-term care facility or nursing home,,,,,,,,,,
33,ReportRow,110,Average days to return after exit to Transitional housing for homeless persons (including homeless youth),,,,,,,,,,
33,ReportRow,111,"Average days to return after exit to Staying or living with family, temporary tenure (e.g. room, apartment, or house)",,,,,,,,,,
33,ReportRow,112,"Average days to return after exit to Staying or living with friends, temporary tenure (e.g. room, apartment, or house)",,,,,,,,,,
33,ReportRow,113,Average days to return after exit to Hotel or motel paid for without emergency shelter voucher,,,,,,,,,,
33,ReportRow,114,Average days to return after exit to Moved from one HOPWA funded project to HOPWA TH,,,,,,,,,,
33,ReportRow,115,Average days to return after exit to Residential project or halfway house with no homeless criteria,,,,,,,,,,
33,ReportRow,116,Average days to return after exit to Host Home (non-crisis),,,,,,,,,,
33,ReportRow,117,"Average days to return after exit to Rental by client, no ongoing housing subsidy",,,,,,,,,,
33,ReportRow,118,"Average days to return after exit to Owned by client, no ongoing housing subsidy",,,,,,,,,,
33,ReportRow,119,Average days to return after exit to Rental by client with VASH housing subsidy,,,,,,,,,,
33,ReportRow,120,Average days to return after exit to Rental by client with Other ongoing subsidy,,,,,,,,,,
33,ReportRow,121,"Average days to return after exit to Owned by client, with ongoing housing subsidy",,,,,,,,,,
33,ReportRow,122,"Average days to return after exit to Staying or living with family, permanent tenure",,,,,,,,,,
33,ReportRow,123,"Average days to return after exit to Staying or living with friends, permanent tenure",,,,,,,,,,
33,ReportRow,124,Average days to return after exit to Moved from one HOPWA funded project to HOPWA PH,,,,,,,,,,
33,ReportRow,125,Average days to return after exit to Rental by client with GPD TIP housing subsidy,,,,,,,,,,
33,ReportRow,126,Average days to return after exit to Rental by client with RRH or equivalent subsidy,,,,,,,,,,
33,ReportRow,127,Average days to return after exit to Rental by client with HCV voucher (tenant or project based) (not dedicated),,,,,,,,,,
33,ReportRow,128,Average days to return after exit to Rental by client with Public housing unit,,,,,,,,,,
33,ReportRow,129,Average days to return after exit to Rental by client with Emergency Housing Voucher,,,,,,,,,,
33,ReportRow,130,Average days to return after exit to Rental by client with Family Unification Program Voucher (FUP),,,,,,,,,,
33,ReportRow,131,Average days to return after exit to Rental by client with Foster Youth to Independence Initiative (FYI),,,,,,,,,,
33,ReportRow,132,Average days to return after exit to Permanent Supportive Housing,,,,,,,,,,
33,ReportRow,133,Average days to return after exit to Other permanent housing dedicated for formerly homeless persons,,,,,,,,,,
33,ReportRow,134,Average days to return after exit to Deceased,,,,,,,,,,
33,ReportRow,135,Average days to return after exit to destination not provided by client,,,,,,,,,,
33,ReportRow,136,Average days to return after exit with missing/invalid destination,,,,,,,,,,
33,ReportRow,901,DQ – Active enrollments in inactive projects,,,,,,,,,,
33,ReportRow,902,DQ – Exits after project operating end date,,,,,,,,,,
33,ReportRow,903,DQ – Night-by-night enrollments active 90+ days after last bed night ,,,,,,,,,,
33,ReportRow,904,DQ – Night-by-night enrollments exited with no bed night on the day prior,,,,,,,,,,
33,ReportRow,905,DQ – Enrollments without a valid EnrollmentCoC,,,,,,,,,,
33,ReportRow,906,DQ – Enrollments in non-participating projects,,,,,,,,,,
33,ReportRow,907,DQ – Enrollments without exactly one HoH,,,,,,,,,,
33,ReportRow,908,DQ – Relationship to HoH,,,,,,,,,,
33,ReportRow,909,DQ – Household Entry,,,,,,,,,,
33,ReportRow,910,DQ – Client Entry,,,,,,,,,,
33,ReportRow,911,DQ – Adult/HoH Entry,,,,,,,,,,
33,ReportRow,912,DQ – Client Exit,,,,,,,,,,
33,ReportRow,913,DQ – Disabling Condition,,,,,,,,,,
33,ReportRow,914,DQ – Living Situation,,,,,,,,,,
33,ReportRow,915,DQ – Length of Stay,,,,,,,,,,
33,ReportRow,916,DQ – Date ES/SH/Street Homelessness Started,,,,,,,,,,
33,ReportRow,917,DQ – Times ES/SH/Street Homeless Last 3 Years,,,,,,,,,,
33,ReportRow,918,DQ – Months ES/SH/Street Homeless Last 3 Years,,,,,,,,,,
33,ReportRow,919,DQ – Destination ,,,,,,,,,,
33,ReportRow,920,DQ – Date of Birth,,,,,,,,,,
34,ProjectType,0,ES entry/exit,,,,,,,,,,
34,ProjectType,1,ES night-by-night,,,,,,,,,,
34,ProjectType,2,TH,,,,,,,,,,
34,ProjectType,3,PSH,,,,,,,,,,
34,ProjectType,8,SH,,,,,,,,,,
34,ProjectType,9,OPH (no services),,,,,,,,,,
34,ProjectType,10,OPH (no disability requirement),,,,,,,,,,
34,ProjectType,13,RRH,,,,,,,,,,
35,RRHSubType,1,RRH: Services Only,,,,,,,,,,
35,RRHSubType,2,RRH: Housing with or without Services,,,,,,,,,,
36,TargetPopulation,1,Domestic violence victims,,,,,,,,,,
36,TargetPopulation,3,People with HIV/AIDS,,,,,,,,,,
36,TargetPopulation,4,Not applicable,,,,,,,,,,
37,HousingType,1,Site-based – single site,,,,,,,,,,
37,HousingType,2,Site-based – clustered / multiple sites,,,,,,,,,,
37,HousingType,3,Tenant-based - scattered site,,,,,,,,,,
38,Funder,1,HUD:  CoC – Homelessness Prevention (High Performing Comm.  Only),,,,,,,,,,
38,Funder,2,HUD:  CoC – Permanent Supportive Housing,,,,,,,,,,
38,Funder,3,HUD:  CoC – Rapid Re-Housing,,,,,,,,,,
38,Funder,4,HUD:  CoC – Supportive Services Only,,,,,,,,,,
38,Funder,5,HUD:  CoC – Transitional Housing,,,,,,,,,,
38,Funder,6,HUD:  CoC – Safe Haven,,,,,,,,,,
38,Funder,7,HUD:  CoC – Single Room Occupancy (SRO),,,,,,,,,,
38,Funder,8,HUD:  ESG – Emergency Shelter (operating and/or essential services),,,,,,,,,,
38,Funder,9,HUD:  ESG – Homelessness Prevention,,,,,,,,,,
38,Funder,10,HUD:  ESG – Rapid Rehousing,,,,,,,,,,
38,Funder,11,HUD:  ESG – Street Outreach,,,,,,,,,,
38,Funder,13,HUD:  HOPWA – Hotel/Motel Vouchers,,,,,,,,,,
38,Funder,14,HUD:  HOPWA – Housing Information,,,,,,,,,,
38,Funder,15,HUD:  HOPWA – Permanent Housing (facility based or TBRA),,,,,,,,,,
38,Funder,16,HUD:  HOPWA – Permanent Housing Placement ,,,,,,,,,,
38,Funder,17,"HUD:  HOPWA – Short-Term Rent, Mortgage, Utility assistance",,,,,,,,,,
38,Funder,18,HUD:  HOPWA – Short-Term Supportive Facility,,,,,,,,,,
38,Funder,19,HUD:  HOPWA – Transitional Housing (facility based or TBRA),,,,,,,,,,
38,Funder,20,HUD:  HUD/VASH,,,,,,,,,,
38,Funder,21,HHS:  PATH – Street Outreach & Supportive Services Only,,,,,,,,,,
38,Funder,22,HHS:  RHY – Basic Center Program (prevention and shelter),,,,,,,,,,
38,Funder,23,HHS:  RHY – Maternity Group Home for Pregnant and Parenting Youth,,,,,,,,,,
38,Funder,24,HHS:  RHY – Transitional Living Program,,,,,,,,,,
38,Funder,25,HHS:  RHY – Street Outreach Project,,,,,,,,,,
38,Funder,26,HHS:  RHY – Demonstration Project**,,,,,,,,,,
38,Funder,27,VA:  CRS Contract Residential Services,,,,,,,,,,
38,Funder,29,VA:  Domiciliary Care,,,,,,,,,,
38,Funder,30,VA:  Community Contract Safe Haven Program,,,,,,,,,,
38,Funder,33,VA:  Supportive Services for Veteran Families,,,,,,,,,,
38,Funder,34,Not applicable,,,,,,,,,,
38,Funder,35,HUD:  Pay for Success,,,,,,,,,,
38,Funder,36,HUD:  Public and Indian Housing (PIH) Programs,,,,,,,,,,
38,Funder,37,VA:  Grant Per Diem – Bridge Housing,,,,,,,,,,
38,Funder,38,VA:  Grant Per Diem – Low Demand,,,,,,,,,,
38,Funder,39,VA:  Grant Per Diem – Hospital to Housing,,,,,,,,,,
38,Funder,40,VA:  Grant Per Diem – Clinical Treatment,,,,,,,,,,
38,Funder,41,VA:  Grant Per Diem – Service Intensive Transitional Housing,,,,,,,,,,
38,Funder,42,VA:  Grant Per Diem – Transition in Place,,,,,,,,,,
38,Funder,43,HUD:  CoC Youth Demonstration Program (YHDP),,,,,,,,,,
38,Funder,44,HUD:  CoC Joint Component TH/RRH,,,,,,,,,,
38,Funder,45,VA:  Grant Per Diem – Case Management/Housing Retention,,,,,,,,,,
38,Funder,46,Local or Other Funding Source,,,,,,,,,,
38,Funder,50,HUD: HOME,,,,,,,,,,
38,Funder,51,HUD: HOME (ARP),,,,,,,,,,
38,Funder,52,HUD: PIH (Emergency Housing Voucher),,,,,,,,,,
38,Funder,53,HUD: ESG-RUSH,,,,,,,,,,
38,Funder,54,HUD: Unsheltered Special NOFO,,,,,,,,,,
38,Funder,55,HUD: Rural Special NOFO,,,,,,,,,,
38,Funder,56,HUD: CoC Builds,,,,,,,,,,
39,HHTypeHMIS,1,Households without children,,,,,,,,,,
39,HHTypeHMIS,3,Households with at least one adult and one child,,,,,,,,,,
39,HHTypeHMIS,4,Households with only children,,,,,,,,,,
40,Availability,1,Year-round,,,,,,,,,,
40,Availability,2,Seasonal,,,,,,,,,,
40,Availability,3,Overflow,,,,,,,,,,
41,BedType,1,Facility-based,,,,,,,,,,
41,BedType,2,Voucher,,,,,,,,,,
41,BedType,3,Other,,,,,,,,,,
42,GeographyType,1,Urban,,,,,,,,,,
42,GeographyType,2,Suburban,,,,,,,,,,
42,GeographyType,3,Rural,,,,,,,,,,
42,GeographyType,99,Unknown / data not collected,,,,,,,,,,
43,HHChronic,0,Not Chronically Homeless (no missing data),,,,,,,,,,
43,HHChronic,1,Chronically Homeless,,,,,,,,,,
43,HHChronic,2,Long-Term Homeless with Disability,,,,,,,,,,
43,HHChronic,3,Long-Term Homeless Missing Disability Info,,,,,,,,,,
43,HHChronic,4,Long-Term Homeless without Disability,,,,,,,,,,
43,HHChronic,5,Homeless > 6 Months with Disability (missing data),,,,,,,,,,
43,HHChronic,6,Homeless > 6 Months with Disability (no missing data),,,,,,,,,,
43,HHChronic,9,CH Status Unknown (missing data),,,,,,,,,,
44,NoYesNA,0,No,,,,,,,,,,
44,NoYesNA,1,Yes,,,,,,,,,,
44,NoYesNA,-1,Not applicable,,,,,,,,,,
45,NoYesHOPWA,0,No,,,,,,,,,,
45,NoYesHOPWA,1,Yes,,,,,,,,,,
45,NoYesHOPWA,2,Non-HOPWA Funded Project,,,,,,,,,,
46,DisabilityStatus,-1,Not applicable,,,,,,,,,,
46,DisabilityStatus,0,Not disabled,,,,,,,,,,
46,DisabilityStatus,1,Disabled,,,,,,,,,,
46,DisabilityStatus,99,Unknown,,,,,,,,,,
47,HMISParticipationType,0,Not Participating,,,,,,,,,,
47,HMISParticipationType,1,HMIS Participating,,,,,,,,,,
47,HMISParticipationType,2,Comparable Database Participating,,,,,,,,,,
48,HHFleeingDV,0,No Reported History of DV,,,,,,,,,,
48,HHFleeingDV,1,Household Fleeing Domestic Violence,,,,,,,,,,
48,HHFleeingDV,2,Domestic Violence Survivors not  Currently Fleeing,,,,,,,,,,
48,HHFleeingDV,3,Domestic Violence Survivors (Unknown if Currently Fleeing),,,,,,,,,,
